path,path_length,depth,num_parts,num_hidden,has_hidden,name_length,extension,extension_length,is_tmp,suspicious_score,size,probability,prediction,dangerous_flag
C:\Users\Ayan Daurenbek\Downloads\Отчет_Гровер_n2_разбор_кода.docx,66,4,5,0,0,32,docx,4,0,0,38146,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\пдф_ПОДАРОЧНЫЙ_ЗАЯВЛЕНИЕ_ОТ_20_08_25-сжатый_17.docx,85,4,5,0,0,51,docx,4,0,0,9163,0.84,1,0
C:\Users\Ayan Daurenbek\Downloads\План подключения.xlsx,55,4,5,0,0,21,xlsx,4,0,0,39421,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Получение потенциально вредоносного письма от notificaciones.bct@corporacionbct.com(NCSTE).xlsx,129,4,5,0,0,95,xlsx,4,0,0,9783,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Порттар мен протоколдардың жұмыс істеу принциптері OSI моделінің контекстінде.docx,116,4,5,0,0,82,docx,4,0,0,22216,0.87,1,0
C:\Users\Ayan Daurenbek\Downloads\пост ЦИК РК выборы в Мажилис и маслихаты rus.docx,83,4,5,0,0,49,docx,4,0,0,13295,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Практическое занятие 9 (финал ТОО Lick).docx,78,4,5,0,0,44,docx,4,0,0,38853,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Практическое занятие 9 - ТОО Lick.docx,72,4,5,0,0,38,docx,4,0,0,39361,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Практическое_занятие_10_Криптополитика.docx,77,4,5,0,0,43,docx,4,0,0,39492,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Практическое_занятие_8_Безопасность_БД_Секретная_база_клиентов.rtf,100,4,5,0,0,66,rtf,3,0,0,11944,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Практическое_занятие_9_Тестирование_системы_на_уязвимости.docx,96,4,5,0,0,62,docx,4,0,0,40680,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Рravila oformleniya magisterskoi dissertatsii proekta.pdf,91,4,5,0,0,57,pdf,3,0,0,433937,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Раздел_ Гейт Адамара (теория И Практика).docx,79,4,5,0,0,45,docx,4,0,0,17091,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Решение практического занятия №1_ «Хранилища и базы данных – Секретная база клиентов (анонимизация)».docx,139,4,5,0,0,105,docx,4,0,0,22928,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\синхронное взаймодействие.zip,63,4,5,0,0,29,zip,3,0,0,11375,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Скачать -Средневековая Европа. От падения Рима до Реформации- в формате a4.pdf.zip,116,4,5,0,0,82,zip,3,0,0,81537874,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\тех_спец_нгцнтэ.docx,54,4,5,0,0,20,docx,4,0,0,64044,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Титулка Лоха.pdf,50,4,5,0,0,16,pdf,3,0,0,3502287,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Транзакцияларды басқарудың негізгі принциптері.docx,85,4,5,0,0,51,docx,4,0,0,30936,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Требования к XSD.docx,55,4,5,0,0,21,docx,4,0,0,30778,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Характеристики_ИС_TOOLICK.docx,64,4,5,0,0,30,docx,4,0,0,38701,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Kingdom Come Deliverance II by Igruha\data.bin,80,5,6,0,0,8,bin,3,0,0,89922607131,0.84,1,1
C:\Users\Ayan Daurenbek\Downloads\Kingdom Come Deliverance II by Igruha\setup.exe,81,5,6,0,0,9,exe,3,0,1,3389714,0.995,1,1
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\(DQ) Настройка Bitdefender GravityZone.pdf,93,5,6,0,0,42,pdf,3,0,0,53891,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\(DQ) Настройка веб-сервера Apache.pdf,88,5,6,0,0,37,pdf,3,0,0,38464,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\+++АОЛ_AIS.docx,66,5,6,0,0,15,docx,4,0,0,89770,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\+_Интеллектуальный_анализ_данных_Пальмов.pdf,95,5,6,0,0,44,pdf,3,0,0,1635566,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\--+АОЛ_CIK.docx,66,5,6,0,0,15,docx,4,0,0,73419,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\--+АОЛ_ETC.docx,66,5,6,0,0,15,docx,4,0,0,67723,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---АОЛ_ETC.docx,66,5,6,0,0,15,docx,4,0,0,65743,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---АОЛ_RGP (2).docx,70,5,6,0,0,19,docx,4,0,0,70498,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---АОЛ_RGP.docx,66,5,6,0,0,15,docx,4,0,0,70997,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_AIS (2).xlsx,69,5,6,0,0,18,xlsx,4,0,0,16373,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_AIS.xlsx,65,5,6,0,0,14,xlsx,4,0,0,18500,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_CIK.xlsx,65,5,6,0,0,14,xlsx,4,0,0,17880,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_ETC (2).xlsx,69,5,6,0,0,18,xlsx,4,0,0,16337,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_ETC.xlsx,65,5,6,0,0,14,xlsx,4,0,0,16573,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_RGP (2).xlsx,69,5,6,0,0,18,xlsx,4,0,0,16470,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\---ОЛ_RGP.xlsx,65,5,6,0,0,14,xlsx,4,0,0,17221,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\-2147483648_-210707.jpg,74,5,6,0,0,23,jpg,3,0,0,17119,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\-АОЛ_AIS.docx,64,5,6,0,0,13,docx,4,0,0,89589,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\-АОЛ_CIK.docx,64,5,6,0,0,13,docx,4,0,0,70862,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\-ОЛ_CIK.xlsx,63,5,6,0,0,12,xlsx,4,0,0,17705,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\011212650746-20250821024753836.pdf,85,5,6,0,0,34,pdf,3,0,0,1022941,0.715,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\01Threat Hunting. Why might you need it.pdf,94,5,6,0,0,43,pdf,3,0,0,869359,0.84,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\0209 отчет_ЦИК август_согл (2).docx,86,5,6,0,0,35,docx,4,0,0,4547919,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\0209 отчет_ЦИК август_согл.docx,82,5,6,0,0,31,docx,4,0,0,4547919,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\02Threat Hunting в действии.pdf,82,5,6,0,0,31,pdf,3,0,0,2569828,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\03.10.25 L1 конфколл.docx,76,5,6,0,0,25,docx,4,0,0,8716036,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\030917550307-20241212075630182.pdf,85,5,6,0,0,34,pdf,3,0,0,78412,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\030917550307-20250629174714242.pdf,85,5,6,0,0,34,pdf,3,0,0,260977,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\030917550307-20250905163901176.pdf,85,5,6,0,0,34,pdf,3,0,0,260977,0.725,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\03Threat_Hunting_Охота_на_продвинутые_тактики_и_техники_.pdf,111,5,6,0,0,60,pdf,3,0,0,3080321,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1.docx,57,5,6,0,0,6,docx,4,0,0,15315,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1.PNG,56,5,6,0,0,5,png,3,0,0,61464,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\100 ошибок Go.pdf,68,5,6,0,0,17,pdf,3,0,0,7058024,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\10_0_0_0_24.xlsx,67,5,6,0,0,16,xlsx,4,0,0,9812,0.75,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\122. Центр обработки данных.pdf,82,5,6,0,0,31,pdf,3,0,0,493598,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\122134.txt,61,5,6,0,0,10,txt,3,0,0,7041,0.71,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1277728713 (2).xlsx,70,5,6,0,0,19,xlsx,4,0,0,23599,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1277728713.xlsx,66,5,6,0,0,15,xlsx,4,0,0,15567,0.66,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1305_План_по_отработке_мероприятий.docx,90,5,6,0,0,39,docx,4,0,0,17908,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1431680_voucher_19106446.pdf,79,5,6,0,0,28,pdf,3,0,0,901984,0.715,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1431682_voucher_19106454.pdf,79,5,6,0,0,28,pdf,3,0,0,901762,0.725,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1431683_voucher_19106457.pdf,79,5,6,0,0,28,pdf,3,0,0,901062,0.725,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1431685_voucher_19106459.pdf,79,5,6,0,0,28,pdf,3,0,0,901425,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1431687_voucher_19106462.pdf,79,5,6,0,0,28,pdf,3,0,0,901153,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\146. Автоматизированная.pdf,78,5,6,0,0,27,pdf,3,0,0,483783,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\160_ЭТС_АО_«Товарная_биржа_«Казахстан».pdf,93,5,6,0,0,42,pdf,3,0,0,395480,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\183_Интегрированная_информационная.pdf,89,5,6,0,0,38,pdf,3,0,0,494179,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\19.09 Алматы  Астана.pdf,75,5,6,0,0,24,pdf,3,0,0,199740,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1SCBAM_DAURENBEK_AYAN.pdf,76,5,6,0,0,25,pdf,3,0,0,342772,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\1SCBAM_SHAMYRAT_DAUREN.pdf,77,5,6,0,0,26,pdf,3,0,0,342271,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2.docx,57,5,6,0,0,6,docx,4,0,0,20884,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2.PNG,56,5,6,0,0,5,png,3,0,0,33212,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2025 IBM QRadar Roadmap.pdf,78,5,6,0,0,27,pdf,3,0,0,7958397,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250517_204137 (2).jpg,74,5,6,0,0,23,jpg,3,0,0,2994127,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250517_204137.jpg,70,5,6,0,0,19,jpg,3,0,0,734272,0.735,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250725_101900.jpg,70,5,6,0,0,19,jpg,3,0,0,20741334,0.635,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250830_175147.jpg,70,5,6,0,0,19,jpg,3,0,0,4884253,0.64,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250830_175152.jpg,70,5,6,0,0,19,jpg,3,0,0,4619451,0.66,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250830_175154.jpg,70,5,6,0,0,19,jpg,3,0,0,4578899,0.675,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250910_203640.jpg,70,5,6,0,0,19,jpg,3,0,0,3050770,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\20250917_224700.jpg,70,5,6,0,0,19,jpg,3,0,0,2309091,0.64,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2025iBatyrWAF2_15Руководство_администратора (2).pdf,102,5,6,0,0,51,pdf,3,0,0,3393523,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2025iBatyrWAF2_15Руководство_администратора.pdf,98,5,6,0,0,47,pdf,3,0,0,3393523,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2025iBatyrWAF2_15Руководство_оператора.pdf,93,5,6,0,0,42,pdf,3,0,0,15500810,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2026_ДЦГС_ресурсы.xlsx,73,5,6,0,0,22,xlsx,4,0,0,13403,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2510_Halyk+Visa_Agenda_4-1.pdf,81,5,6,0,0,30,pdf,3,0,0,2116900,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\284_Автоматизированная_информационная_системаг_«Центральная_избирательная.pdf,128,5,6,0,0,77,pdf,3,0,0,451549,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\297. Информационная система.pdf,82,5,6,0,0,31,pdf,3,0,0,423034,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\2ad90837-6def-4ff2-bf3c-c28547d3cef2 (1).txt,95,5,6,0,0,44,txt,3,0,0,7379,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\3.PNG,56,5,6,0,0,5,png,3,0,0,34949,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\399_Информационная_система_государственногоРГУ.pdf,101,5,6,0,0,50,pdf,3,0,0,393272,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\4.PNG,56,5,6,0,0,5,png,3,0,0,35860,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\4306927413.pdf,65,5,6,0,0,14,pdf,3,0,0,29975,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\434_Система_производственно_технологической_связи_ТОО_«Азиатский.pdf,121,5,6,0,0,70,pdf,3,0,0,435054,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\448_Информационно_коммуникационная.pdf,89,5,6,0,0,38,pdf,3,0,0,439572,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\4576862357.pdf,65,5,6,0,0,14,pdf,3,0,0,29771,0.68,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\461_Информационная_система_«CRM_модуль_MNPi»_ТОО_«Кар_Тел».pdf,113,5,6,0,0,62,pdf,3,0,0,467862,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\480. Информационная система «RNC».pdf,88,5,6,0,0,37,pdf,3,0,0,459692,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\4998407947.pdf,65,5,6,0,0,14,pdf,3,0,0,29554,0.655,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\4yan.ovpn,60,5,6,0,0,9,ovpn,4,0,0,4656,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\5.PNG,56,5,6,0,0,5,png,3,0,0,34985,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6.PNG,56,5,6,0,0,5,png,3,0,0,33803,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6015234867.pdf,65,5,6,0,0,14,pdf,3,0,0,30073,0.66,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6171037258.pdf,65,5,6,0,0,14,pdf,3,0,0,29702,0.66,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6171047316.pdf,65,5,6,0,0,14,pdf,3,0,0,29579,0.675,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6310048108.pdf,65,5,6,0,0,14,pdf,3,0,0,29879,0.69,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\6452348398.pdf,65,5,6,0,0,14,pdf,3,0,0,29869,0.685,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\7.PNG,56,5,6,0,0,5,png,3,0,0,36834,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\8.PNG,56,5,6,0,0,5,png,3,0,0,44272,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\810811450556_тест_06022026.txt,81,5,6,0,0,30,txt,3,0,0,5691,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\87. Информационная.pdf,73,5,6,0,0,22,pdf,3,0,0,520557,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\activity.go,62,5,6,0,0,11,go,2,0,0,2125,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\actual.zip,61,5,6,0,0,10,zip,3,0,0,3349,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\AISSAYLAU Basic_hxj09i.nessus,80,5,6,0,0,29,nessus,6,0,0,7399447,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Alex_Edwards_-_Lets_Go_Further_2021.pdf,90,5,6,0,0,39,pdf,3,0,0,8070479,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\AMANKELDINYERDOS 17SEP2025 NQZ ALA.pdf,89,5,6,0,0,38,pdf,3,0,0,169744,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\AMANKELDINYERDOS 21SEP2025 ALA NQZ.pdf,89,5,6,0,0,38,pdf,3,0,0,170083,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\asdgasdgasdfgdfgsdfg.txt,75,5,6,0,0,24,txt,3,0,0,10229,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\BAHYTBEKOVAAKBOTA 17SEP2025 NQZ ALA.pdf,90,5,6,0,0,39,pdf,3,0,0,172429,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\BAHYTBEKOVAAKBOTA 21SEP2025 ALA NQZ.pdf,90,5,6,0,0,39,pdf,3,0,0,170148,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\bitdefender logs.txt,71,5,6,0,0,20,txt,3,0,0,6639,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\business_xsd.zip,67,5,6,0,0,16,zip,3,0,0,5011,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\change_status.go,67,5,6,0,0,16,go,2,0,0,2557,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\check-acc.zip,64,5,6,0,0,13,zip,3,0,0,563036,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (10).docx,64,5,6,0,0,13,docx,4,0,0,232459,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (11).docx,64,5,6,0,0,13,docx,4,0,0,36999,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (2).docx,63,5,6,0,0,12,docx,4,0,0,85676,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (3).docx,63,5,6,0,0,12,docx,4,0,0,36921,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (4).docx,63,5,6,0,0,12,docx,4,0,0,36999,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (5).docx,63,5,6,0,0,12,docx,4,0,0,37577,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (6).docx,63,5,6,0,0,12,docx,4,0,0,37567,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (7).docx,63,5,6,0,0,12,docx,4,0,0,36934,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (8).docx,63,5,6,0,0,12,docx,4,0,0,232553,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK (9).docx,63,5,6,0,0,12,docx,4,0,0,37390,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK 155 (2).docx,67,5,6,0,0,16,docx,4,0,0,68742,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK 155.docx,63,5,6,0,0,12,docx,4,0,0,81466,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Advanced Scan Asset_yhf0n5.pdf,85,5,6,0,0,34,pdf,3,0,0,1899384,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Advanced Scan_v39dhk.pdf,79,5,6,0,0,28,pdf,3,0,0,1158958,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Basic Network_oiavb2.pdf,79,5,6,0,0,28,pdf,3,0,0,2632490,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Basic Scan Asset_xp5ig7.pdf,82,5,6,0,0,31,pdf,3,0,0,2985578,0.84,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Host discovery asset_vdfc1d.pdf,86,5,6,0,0,35,pdf,3,0,0,1718652,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK Host Discovery_9dyx1k.pdf,80,5,6,0,0,29,pdf,3,0,0,1988705,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK.docx,59,5,6,0,0,8,docx,4,0,0,60434,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CIK.xlsx,59,5,6,0,0,8,xlsx,4,0,0,25257,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\classicmodels.sql,68,5,6,0,0,17,sql,3,0,0,192972,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\cnt.docx,59,5,6,0,0,8,docx,4,0,0,23535,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\create_rejected.go,69,5,6,0,0,18,go,2,0,0,1060,0.875,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CustomRule-2025-09-10-13-00.xlsx,83,5,6,0,0,32,xlsx,4,0,0,1133077,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CVE 07.12.2024.pdf,69,5,6,0,0,18,pdf,3,0,0,139917,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\CyberCorp_Case_2_CyberDefenders®_Blue_Team_CTF_Challenge.pdf,111,5,6,0,0,60,pdf,3,0,0,124843,0.87,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Cyberpolygon 2020 case 1.odt,79,5,6,0,0,28,odt,3,0,0,222656,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Cyberpolygon 2020 case 2.odt,79,5,6,0,0,28,odt,3,0,0,37925,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Cписок сервисов шаблон 7 (2).xlsx,84,5,6,0,0,33,xlsx,4,0,0,9947,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Cписок сервисов шаблон 7.xlsx,80,5,6,0,0,29,xlsx,4,0,0,9947,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Database.csv,63,5,6,0,0,12,csv,3,0,0,1146,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Database.kdbx,64,5,6,0,0,13,kdbx,4,0,0,3367,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Daurenbek+_Ayan_Talap+etilgen+orynga+ussynu+ushin+anyktama.pdf,113,5,6,0,0,62,pdf,3,0,0,46776,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DAURENBEKAYAN 17SEP2025 NQZ ALA.pdf,86,5,6,0,0,35,pdf,3,0,0,172498,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Daurenbek_Ayan_Spravka+dlya+predyavleniya+po+mestu+trebovaniya.pdf,117,5,6,0,0,66,pdf,3,0,0,47004,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\declareRequestResponseSync (1).xsd,85,5,6,0,0,34,xsd,3,0,0,392,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\declareRequestResponseSync.xsd,81,5,6,0,0,30,xsd,3,0,0,392,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\dgzkjbzkdf.rar,65,5,6,0,0,14,rar,3,0,0,37248,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\disable_status.xlsx,70,5,6,0,0,19,xlsx,4,0,0,15108,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\dns (2).pcap,63,5,6,0,0,12,pcap,4,0,0,4160,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DOC-20231124-WA0000_231127_130226.pdf,88,5,6,0,0,37,pdf,3,0,0,173155,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DOC-20231124-WA0001_231127_130348.pdf,88,5,6,0,0,37,pdf,3,0,0,175236,0.72,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DOC-20240418-WA0027_240418_170351.pdf,88,5,6,0,0,37,pdf,3,0,0,269964,0.725,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\document (1).pdf,67,5,6,0,0,16,pdf,3,0,0,40503,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\document (2).pdf,67,5,6,0,0,16,pdf,3,0,0,55886,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\dot.saylau.kz,64,5,6,0,0,13,kz,2,0,0,198,0.77,1,0
