sha256,bodmas_timestamp_utc,first_seen_utc,dept,owner,source,path,path_depth,extension,size_kb,is_executable,has_macro,is_signed,entropy_est,av_detections,sensitivity,duplicate_of_sha256,retention_days,is_old_file,label
515b19189b62fbac28d061e2df7efcac8d95b896071dc609728edca4cce3a8bd,,2025-02-24T07:55:14+00:00,Legal,legal_lawyer1,internal_share,D:\\Work\\Legal\\Payroll\\Misc\Temp\Scans\Drafts\minutes_new.exe,12,exe,7186,1,0,0,6.94,11,low,,730,0,pua
5c3f480fc1749bf5f17309df23d50a3e75e13e08d4635db3703fe6ed235df737,,2025-05-11T10:28:58+00:00,R&D,r&d_analyst112,internal_share,C:\\Users\\r&d\\Documents\\Tender\\Reports\Archive\Temp\policy_final.zip,13,zip,12891,0,0,0,6.117,1,high,,1095,0,confidential
7c6498751fa82376f16a0bb97ad078ff1837f7f074b78298942aa15a7d8302ac,2019-11-03T10:45:03+00:00,2025-12-30T00:33:04+00:00,Legal,legal_engineer90,cloud_sync,\\\\nas\\shares\\Legal\\Tender\\Temp\Temp\Contracts\driver_v1.scr,15,scr,5975,1,0,0,8.0,22,low,,365,0,malware_other
1621c475488d40db2a2515db223e019353d6bee5fa5b3d6d531bb70c3d90e609,,2025-04-17T01:27:39+00:00,Operations,operations_manager14,cloud_sync,D:\\Work\\Operations\\Q1_Reporting\\Archive\Misc\backup_signed.pdf,10,pdf,10379,0,0,0,5.939,6,medium,,180,0,pua
b516fc31d66e88718a90f613edfa1c0d01eaef98ca064333bf7711dc46c3585f,,2025-06-06T18:11:31+00:00,Finance,finance_manager98,dev_repo,D:\\Work\\Finance\\ClientData\\Drafts\Drafts\Temp\policy_new.7z,11,7z,1532,0,0,0,6.363,0,low,ddba83935b26a1e6cd678dddc873f1f1660195007e49e4ef34d43aebeab7c834,30,0,duplicate
f1895cb1480337d6842020c52e065c705db147b689e7f187a9ea37750468f0e4,2020-01-04T22:01:24+00:00,2024-07-02T11:19:21+00:00,Finance,finance_manager83,cloud_sync,C:\\Users\\finance\\Documents\\SOC_Playbooks\\Invoices\document_copy.ps1,11,ps1,6379,1,0,0,7.427,21,medium,,365,0,malware_dinwod
b7a9e4701c8d674ac6d333fc48cd2a09d807c5a5f5b6b6ef6ee013f76f6b8d29,,2024-05-13T14:58:59+00:00,R&D,r&d_admin75,cloud_sync,C:\\Users\\r&d\\Documents\\CRM\\Archive\contract_2024.pptx,11,pptx,7748,0,0,0,6.079,2,medium,,180,0,benign
a124eb61427b38940b347305a7320b22013baa43208667514818ef9612944a72,,2024-09-19T09:17:20+00:00,IT,it_assistant10,email,\\\\nas\\shares\\IT\\SOC_Playbooks\\Misc\Reports\minutes_copy.pdf,14,pdf,1408,0,0,0,6.142,0,high,,180,0,confidential
7d72fd5999405316fe16e71578f51e8b82454d32cee7962627b4e6d06194000b,2020-08-18T14:57:13+00:00,2024-04-08T10:44:53+00:00,Procurement,procurement_analyst36,internal_share,\\\\nas\\shares\\Procurement\\CRM\\Reports\chrome_update_final.xlsm,13,xlsm,1980,0,1,0,6.236,20,low,,90,0,malware_sillyp2p
d3baac5169ff9bc19e8e7250d9d7097f442d398a68cb9c48539d0a2550c46c4a,,2024-07-21T06:37:33+00:00,Operations,operations_engineer50,internal_share,\\\\fileserver\\Operations\\Payroll\\Archive\Archive\Contracts\Scans\presentation_v1.txt,14,txt,1486,0,0,0,6.112,2,medium,,180,0,benign
6f839b493eae5397fba0e5812693e8bd1bc8654d5607992c190593ce2cf8ba81,2020-06-19T22:58:41+00:00,2025-01-17T16:38:43+00:00,Finance,finance_accountant87,email,\\\\fileserver\\Finance\\Tender\\Final\Temp\Misc\setup_2025.pptm,13,pptm,906,0,1,0,6.883,17,low,,30,0,malware_wabot
f0073d36e6bb9a2d30c8fed98a50d5d1e7479f4a729d808d9fb1eb92ce7ac570,,2024-04-04T10:58:32+00:00,Finance,finance_accountant24,email,\\\\nas\\shares\\Finance\\Tender\\Reports\Scans\Final\report_v1.json,15,json,1872,0,0,0,5.613,2,low,824de300315b202553447528ec5c344d99ef0c077b58872cd4452ee31350363b,1095,1,duplicate
89f3c093106bdcbc737c54ef80c0c961097115271a9a73c91c9fbcb41a2d6ec3,2020-08-03T15:00:41+00:00,2024-08-05T08:22:50+00:00,R&D,r&d_manager11,internal_share,\\\\fileserver\\R&D\\Migration\\Archive\Misc\Archive\Drafts\document_signed.msi,14,msi,4701,1,0,0,6.912,26,medium,,30,0,malware_wabot
ddedee753c7a4d7622c51f73affe2656ed436044da564aaf65532a1cb0b04b7b,,2024-09-05T03:05:14+00:00,Finance,finance_engineer49,internal_share,\\\\nas\\shares\\Finance\\Migration\\Drafts\Invoices\Archive\Reports\policy_v2.xml,16,xml,1464,0,0,0,6.087,1,high,,90,0,confidential
0dc65f3d738ac5e2d2ae1ddacdd3b2bb9951e7063cf5511453c9d1ab45975abb,,2024-04-02T20:10:01+00:00,Marketing,marketing_lawyer119,dev_repo,C:\\Users\\marketing\\Documents\\Policy_Update\\policy_revA.jpg,10,jpg,4956,0,0,0,5.544,0,medium,,365,0,benign
7fdff9307761ecf52d427524650ce25c290a8dd110d89a9cc8735d33199af2df,2020-01-31T21:53:27+00:00,2024-08-05T06:50:00+00:00,Procurement,procurement_assistant49,dev_repo,D:\\Work\\Procurement\\SOC_Playbooks\\Temp\document_2025.pptm,9,pptm,1406,0,1,0,5.898,16,medium,,1095,0,malware_other
b75f6c785dc492d837d01845d5709151132964a63dc7235ef8b17cb31d36b94e,,2025-07-23T08:57:50+00:00,HR,hr_engineer105,usb,C:\\Users\\hr\\Documents\\Payroll\\Contracts\Contracts\Drafts\contract_v1.zip,13,zip,7671,0,0,0,5.79,0,high,,1095,0,confidential
c15519fafb9402e57a6c2be04f492741301515b77f50e4dce5b98ee11409eadb,,2025-11-24T10:12:43+00:00,Sales,sales_accountant34,dev_repo,\\\\fileserver\\Sales\\Migration\\budget_draft.xlsx,10,xlsx,1104,0,0,0,6.082,1,low,,1095,0,benign
2f865056b0f8ff93bbca15fa0cbecd084c0ee620ea645600323f09ba27b99d6d,,2024-12-02T19:30:12+00:00,Finance,finance_admin98,email,D:\\Work\\Finance\\Tender\\invoice_2025.csv,8,csv,5568,0,0,0,5.761,1,medium,,365,0,benign
858ff67851eca6271439af6b76fc0aed9c5e0bb9dc8165bac2663a9077df05a2,2020-02-22T21:59:23+00:00,2024-06-25T02:33:19+00:00,Sales,sales_intern42,web_download,\\\\nas\\shares\\Sales\\Q1_Reporting\\Final\Reports\resume_2024.cmd,14,cmd,1201,1,0,0,7.332,15,low,,180,0,malware_upatre
aaebb1a25cb7055266dc98ce6e5887442ed0e89f361cf9040927897221419106,,2025-10-17T21:42:06+00:00,HR,hr_accountant18,usb,\\\\nas\\shares\\HR\\SOC_Playbooks\\report_v1.jpg,12,jpg,1756,0,0,0,5.918,0,low,49eaf50dc8fc1179d0c1dad9bc18fecfd225bcea4770da0e9cb80f152c922b16,730,0,duplicate
81a2c3f6c033b7417a0865c5b74721d47a3ba00c49916cbc3fc6690a9749554b,,2024-11-11T00:30:29+00:00,Procurement,procurement_assistant95,dev_repo,\\\\nas\\shares\\Procurement\\Migration\\Misc\Temp\minutes_v1.xlsx,14,xlsx,982,0,0,0,6.686,1,high,,90,0,confidential
b029498616a71c2abd858926eb9dc1ff443eb22a979eafaf8ba964b240eca28f,,2024-10-13T05:35:57+00:00,Legal,legal_manager118,dev_repo,C:\\Users\\legal\\Documents\\SOC_Playbooks\\backup_2024.txt,10,txt,2054,0,0,0,5.799,3,medium,,180,0,benign
1ac4a02bb31141f6ab47c52e675bdc44599fe8960336b3d3f1304f4ab213a9dd,,2024-01-21T18:19:29+00:00,Sales,sales_manager93,web_download,C:\\Users\\sales\\Documents\\ClientData\\export_2025.mp4,10,mp4,20035,0,0,0,7.138,1,low,3283c9de705a6d43f0723c67890a425fe2964e18557edeea13380a253b1a825c,180,1,duplicate
a91bc31da75b74ee3a42c0280361f93011997d57ace79b1b579fe69be787bfa8,,2024-02-16T02:54:28+00:00,Procurement,procurement_admin47,web_download,\\\\fileserver\\Procurement\\Audit\\Temp\Final\Drafts\notes_revA.mp4,13,mp4,21853,0,0,0,5.875,2,medium,,730,0,benign
30101af4c8f1ba4cd3c67d95de940afc183a53ead72e209c9cec66ef4f4008cf,,2024-07-08T00:14:59+00:00,Security,security_engineer116,dev_repo,\\\\fileserver\\Security\\Audit\\Misc\Scans\Invoices\Temp\invoice_new.xlsx,14,xlsx,2954,0,0,0,6.36,0,medium,,90,0,benign
4eec2f44c7a015fd69ed7a0355576009b7de6a37a5cfcc03c8a1b34df885e75b,,2024-11-23T14:46:33+00:00,Sales,sales_assistant87,usb,C:\\Users\\sales\\Documents\\Tender\\Contracts\scan_copy.png,11,png,1020,0,0,0,6.347,1,medium,,730,0,benign
534a12aff68cd300f89c2bfb3875dc6f0166359229f16ea1f635e3e2da3cb3fc,2020-04-10T22:58:41+00:00,2025-03-13T11:38:55+00:00,Marketing,marketing_manager96,email,D:\\Work\\Marketing\\Audit\\invoice_v1.js,8,js,2118,1,0,0,6.987,17,medium,,1095,0,malware_small
689b4e2b5a683b7a72d289501d8a5347775f536ad2e6e6d23d2fc4517b5aa302,,2024-02-04T23:51:14+00:00,Procurement,procurement_admin111,internal_share,D:\\Work\\Procurement\\Tender\\Contracts\Scans\minutes_v1.json,10,json,5571,0,0,0,5.92,2,medium,,730,0,benign
3227d9ed4c8a204ac98bc2469e62774d4a5f7fbaf0f013be06b59a3f79b06c3f,,2025-08-23T09:10:47+00:00,Operations,operations_lawyer92,internal_share,C:\\Users\\operations\\Documents\\Migration\\Temp\Invoices\Temp\Contracts\contract_final.pptx,14,pptx,1746,0,0,0,5.818,0,low,,90,0,benign
515f514e4907951141984977a9995f08b02b83f5f688347dacbed96d82f0acf6,2020-08-18T03:03:51+00:00,2025-12-28T21:59:00+00:00,Finance,finance_manager67,cloud_sync,\\\\nas\\shares\\Finance\\Tender\\chrome_update_copy.cmd,12,cmd,2442,1,0,0,7.122,17,low,,90,0,malware_other
8fb96b43f7063866eba76e6de69d6fc90ff78bf2510b12bfe4da768d5abe138f,,2024-06-28T12:20:29+00:00,Procurement,procurement_engineer74,web_download,\\\\fileserver\\Procurement\\Research\\Drafts\Reports\Reports\notes_v1.vbs,13,vbs,2981,1,0,0,7.381,0,medium,,730,0,unauthorized
e4cb967ef58bccee9b73181bb13b99c43d1b8705406bd2f8d2637412daa30caa,,2024-01-09T15:09:14+00:00,R&D,r&d_lawyer81,internal_share,\\\\nas\\shares\\R&D\\Research\\Scans\Reports\Contracts\Drafts\backup_draft.txt,16,txt,1191,0,0,0,5.635,0,low,,730,0,benign
c473565422a375d965fed4b10cad938311948f492aa804cb0b3fb04c651078bf,,2025-05-17T19:58:00+00:00,Operations,operations_assistant72,internal_share,\\\\fileserver\\Operations\\Tender\\Final\Final\Contracts\Contracts\backup_signed.jpg,14,jpg,1921,0,0,0,5.654,2,high,,1095,0,confidential
8cebdea538917ffdc2c75ad16cdacdba5135c437da59c700bc9d2a010912eb2d,2020-09-03T14:52:13+00:00,2024-10-09T00:01:57+00:00,Sales,sales_manager3,cloud_sync,C:\\Users\\sales\\Documents\\SOC_Playbooks\\Temp\Drafts\security_patch_2025.cmd,12,cmd,2314,1,0,0,6.842,16,medium,,1095,0,malware_wabot
2efccfd16f316589cddbff3a584015118cc079609f357f38d7b35322668c648d,,2024-12-26T15:15:19+00:00,HR,hr_lawyer12,cloud_sync,D:\\Work\\HR\\CRM\\Temp\Misc\Temp\Final\budget_2025.7z,12,7z,7239,0,0,0,5.708,0,high,,365,0,confidential
35ffde72cdd558bbb0f226f9cada9d8172bbea522cb8d00e2730dc336542d1ed,,2025-06-10T22:54:31+00:00,Legal,legal_assistant4,usb,D:\\Work\\Legal\\Payroll\\presentation_2024.png,8,png,1202,0,0,0,5.793,3,medium,,30,0,benign
d2efcd6361d19190aa6462366fb689e147230add00d78655caf261fdc5720503,,2025-12-24T11:10:51+00:00,Legal,legal_engineer73,web_download,D:\\Work\\Legal\\Q1_Reporting\\Invoices\Final\Reports\policy_v1.7z,11,7z,14639,0,0,0,6.233,2,low,,365,0,benign
1bf5d34c1194c5869712cc058ac0de92d723800cb1c2d253457715a2c2c49de0,,2025-01-09T10:49:49+00:00,HR,hr_analyst1,email,D:\\Work\\HR\\CRM\\Temp\Contracts\Temp\Contracts\plan_v1.xml,12,xml,778,0,0,0,6.21,2,medium,,365,0,obsolete
bc0935637b7136bebd74eb12be61e8798c94ab9e05f2ff8978a738f53a638775,,2024-12-11T18:47:35+00:00,Operations,operations_lawyer102,web_download,D:\\Work\\Operations\\Policy_Update\\Archive\Drafts\contract_signed.csv,10,csv,1855,0,0,0,4.576,2,medium,,180,0,benign
2dc18e44bb71a715ed7455f257af3636b7521a17c19406d46f6798b3f6e690cc,,2024-10-21T14:06:41+00:00,IT,it_intern49,usb,D:\\Work\\IT\\Research\\budget_new.msi,8,msi,5286,1,0,1,6.337,2,low,,90,0,unauthorized
cb26dead9ffb4e2adb7cc393c348cfcd33166b6556ee738ebd815a2ee3434354,,2025-10-28T15:10:35+00:00,HR,hr_accountant97,web_download,\\\\fileserver\\HR\\Tender\\Drafts\Temp\report_2025.json,12,json,12312,0,0,0,5.607,2,medium,,30,0,benign
083917d1922eff713e8675023964d845d4d9513426a1c9507d10efc703385cb2,,2024-01-21T00:10:18+00:00,Finance,finance_accountant50,email,D:\\Work\\Finance\\Migration\\Contracts\Archive\scan_final.pdf,10,pdf,703,0,0,0,5.445,5,medium,,30,0,benign
688b572c29400df0b4d2f42bc8016bd78125297346c390d16bd4c9d94b453ac0,,2025-01-23T10:04:40+00:00,Security,security_analyst112,dev_repo,D:\\Work\\Security\\Migration\\Reports\Contracts\Drafts\scan_draft.xlsx,11,xlsx,4378,0,0,0,5.525,3,low,,180,0,benign
e231e6591bdceb0e45aa97995f1b7f05e82fe8f046fb99ad30211d85250443f3,,2024-03-23T11:51:29+00:00,Procurement,procurement_accountant68,cloud_sync,D:\\Work\\Procurement\\Payroll\\notes_signed.zip,8,zip,3997,0,0,0,6.201,0,medium,,1095,1,obsolete
67a1b18e586ae1d4b1aa3fa6418099bcca9818e31e88513ec36d26facbeabd52,,2024-02-07T23:19:12+00:00,Finance,finance_lawyer52,cloud_sync,\\\\nas\\shares\\Finance\\Audit\\minutes_signed.txt,12,txt,581,0,0,0,5.917,1,medium,,180,0,benign
29e0e9f8667769e9e7241616b2a169e71e75f5c470ade597b3a200e47f12a549,,2024-10-01T19:01:06+00:00,IT,it_intern8,usb,\\\\fileserver\\IT\\Tender\\Invoices\Misc\Drafts\presentation_2024.png,13,png,729,0,0,0,6.133,0,low,,365,0,benign
fd72913bfb99618e5c70d20a0419d9c6009d69175b74efbfeabe2919e3cf5ebd,2020-04-11T22:51:56+00:00,2025-10-07T17:22:08+00:00,IT,it_assistant49,usb,C:\\Users\\it\\Documents\\CRM\\invoice_revA.pptm,10,pptm,209,0,1,0,6.624,19,medium,,730,0,malware_other
629f4c3b3f1fb32759bbb5034fe954f2aa48211e8a26ceb5a22aba4e1e8bd289,,2024-05-06T06:48:12+00:00,Marketing,marketing_intern73,internal_share,C:\\Users\\marketing\\Documents\\Audit\\Final\Invoices\Misc\Drafts\notes_copy.txt,14,txt,1271,0,0,0,5.42,2,low,,1095,0,benign
f9ff05b990dd02b73ba589801ca72398f1f93db786c530f36feb9600b13a01e8,,2024-07-13T16:25:33+00:00,Sales,sales_analyst87,dev_repo,C:\\Users\\sales\\Documents\\ClientData\\report_2025.zip,10,zip,9173,0,0,0,6.122,0,low,,90,0,benign
9dc1c2ea42336ef208bdbb950065589b21d1fc9781bb3c33c787a7b342a11e42,,2025-03-31T16:35:54+00:00,Sales,sales_admin55,cloud_sync,\\\\nas\\shares\\Sales\\ClientData\\policy_copy.exe,12,exe,679,1,0,1,6.845,0,medium,,90,0,unauthorized
4e7561ebaa805c64307d98031a7e230594be7d9dd085dd6b512d009d70c29021,,2025-08-27T14:37:09+00:00,IT,it_analyst97,usb,C:\\Users\\it\\Documents\\Audit\\Drafts\Archive\Temp\Scans\policy_2025.mp4,14,mp4,91735,0,0,0,5.899,0,medium,,730,0,benign
c718480105fea9e5e0f963b91a71d8c86204ca2bd021bcafcf8caa847c1be43c,,2025-09-04T16:47:31+00:00,Finance,finance_assistant79,cloud_sync,D:\\Work\\Finance\\Payroll\\Temp\Final\Archive\Invoices\presentation_final.zip,12,zip,9968,0,0,0,5.57,8,medium,,90,0,pua
02e5169da4ee220b69bd7056f4fa0b895996b2ceb19d0512ae43651d756f57f3,,2025-11-14T03:34:41+00:00,Marketing,marketing_analyst46,internal_share,\\\\fileserver\\Marketing\\CRM\\Invoices\presentation_signed.mp4,11,mp4,15084,0,0,0,5.836,1,medium,,365,0,benign
fc95cfb0131f3da266527dc7bd4f859954531d95e2089767815c8ae443b77667,,2025-04-10T12:28:26+00:00,Legal,legal_assistant21,internal_share,\\\\nas\\shares\\Legal\\SOC_Playbooks\\invoice_copy.zip,12,zip,6776,0,0,0,6.364,0,medium,,730,0,benign
5f9edfdf1219a5912740fe26ca0dfc9756a35862eba318027f7640eb303d5d66,2020-09-23T15:00:24+00:00,2025-05-15T19:18:20+00:00,Operations,operations_accountant53,email,\\\\nas\\shares\\Operations\\SOC_Playbooks\\Contracts\Drafts\update_v1.vbs,14,vbs,2192,1,0,0,7.139,17,medium,,1095,0,malware_other
1a84a5d6790936b1a587dce6cacd03585d319e035fdf2aacc67598b4d95c9de2,2020-05-06T23:01:21+00:00,2024-06-23T05:15:40+00:00,IT,it_accountant29,cloud_sync,\\\\nas\\shares\\IT\\CRM\\Scans\Archive\Reports\Reports\update_new.bat,16,bat,2912,1,0,0,6.602,17,low,,30,0,malware_other
8aed90cb10972741489cd2d72fd5a01291c27a18b64fc6b419a33d7bc002641e,,2024-06-02T19:48:48+00:00,Operations,operations_assistant77,cloud_sync,\\\\nas\\shares\\Operations\\Migration\\scan_2024.7z,12,7z,6259,0,0,0,5.557,3,low,,30,0,benign
ac36c581a0129d97a45e5e09e1a2057e0d7fde48d87d9e4f358e18d58a85e02c,,2024-01-03T19:41:22+00:00,HR,hr_lawyer60,usb,C:\\Users\\hr\\Documents\\SOC_Playbooks\\Misc\Archive\Invoices\report_final.png,13,png,2238,0,0,0,6.499,2,low,,730,0,benign
181b33dbdd3aa4fb789373e327ddc07f6ec326599d6930e12e60ddd3d674254f,,2025-07-01T22:05:14+00:00,Security,security_manager69,email,\\\\fileserver\\Security\\CRM\\plan_2025.dll,10,dll,8866,1,0,1,6.934,0,medium,,180,0,unauthorized
cfe088dd414f2fe85fdc35d37d96766bad7e97c72608a02a057916d28235e35b,,2025-08-28T09:42:07+00:00,HR,hr_accountant73,dev_repo,\\\\fileserver\\HR\\SOC_Playbooks\\Archive\budget_revA.zip,11,zip,23252,0,0,0,5.882,1,medium,,730,0,unauthorized
a802be121813cdc3c997379daece656575e4fa8575ced623db4210c35872a517,,2024-05-09T14:39:38+00:00,Procurement,procurement_analyst60,internal_share,\\\\nas\\shares\\Procurement\\Audit\\Reports\Misc\Temp\budget_2024.7z,15,7z,7578,0,0,0,5.572,0,medium,,90,0,benign
f5b4b0a425f93d725c3b6c07516075070a5ca3f2a243fd3f85854823384443a8,,2025-10-21T22:44:39+00:00,Operations,operations_engineer7,email,C:\\Users\\operations\\Documents\\SOC_Playbooks\\Reports\Temp\export_2025.7z,12,7z,7962,0,0,0,6.27,0,medium,,365,0,benign
d995e87bec28d81f8041aa2707d30b4e37697a5394e237003e8fdfe651140143,2019-10-24T10:00:22+00:00,2025-04-28T08:43:37+00:00,Operations,operations_analyst13,internal_share,\\\\nas\\shares\\Operations\\Audit\\Misc\Archive\installer_v2.scr,14,scr,11300,1,0,0,7.242,21,medium,,1095,0,malware_wabot
9120e410f975ffe5fbc90de36c6afd0b15546cba3ebb0992881e2ec5878ae41d,,2025-08-16T13:40:45+00:00,R&D,r&d_lawyer101,cloud_sync,C:\\Users\\r&d\\Documents\\ClientData\\Reports\Invoices\Invoices\export_v2.xlsx,13,xlsx,4006,0,0,0,5.399,2,medium,,90,0,benign
2dc300122d1a667ad8db949c84953173e7de8bf98bdb386dce4d9a4e045bcff4,,2025-12-01T10:06:03+00:00,IT,it_engineer49,internal_share,\\\\fileserver\\IT\\CRM\\Contracts\Scans\Drafts\Contracts\contract_draft.xlsx,14,xlsx,4588,0,0,0,6.112,0,medium,,365,0,benign
30ee1bfba79caf35c8fd9426f07237a4dbbd7b24b531ffed0c824d3ef15c5774,,2024-05-07T14:04:04+00:00,Procurement,procurement_manager57,usb,\\\\nas\\shares\\Procurement\\SOC_Playbooks\\Scans\Contracts\Temp\Invoices\minutes_new.7z,16,7z,22845,0,0,0,6.275,1,low,,90,1,obsolete
964baba951f23b669cd4608003dd4624104aa1e5c5212290e934a65fe852d8a8,2020-04-08T22:57:10+00:00,2024-03-14T16:28:18+00:00,Security,security_lawyer33,dev_repo,C:\\Users\\security\\Documents\\Tender\\Reports\Archive\Temp\resume_new.xlsm,13,xlsm,1649,0,1,0,6.849,14,low,,180,0,malware_ganelp
6e83fc7e74c4288e48531945eb2f0682d4148af9dfffa9bbaf29e10dee7f6b46,,2024-08-03T01:46:20+00:00,Operations,operations_admin54,usb,C:\\Users\\operations\\Documents\\SOC_Playbooks\\Contracts\Final\minutes_2025.json,12,json,4539,0,0,0,5.977,0,medium,,730,0,benign
436817be9baedb2b334c3a1d690fae4311c9375487ce25334596be971d8aa6e5,,2024-10-30T15:17:29+00:00,IT,it_manager71,internal_share,\\\\nas\\shares\\IT\\Audit\\Archive\export_revA.7z,13,7z,26749,0,0,0,5.483,1,medium,,1095,0,benign
6caa62018d9582cf3b446167199e048ce7962cfb4d3067944c1e0a5450fdcaa0,,2025-10-05T18:41:33+00:00,Finance,finance_lawyer36,internal_share,C:\\Users\\finance\\Documents\\Research\\budget_2024.txt,10,txt,1089,0,0,0,5.798,1,low,,90,0,benign
fb6c7cd800476ff9d1659f4e567be5c6931767e525dabfa9e90bb9ce13534642,2020-01-16T22:01:22+00:00,2025-01-26T00:53:32+00:00,Sales,sales_engineer62,cloud_sync,C:\\Users\\sales\\Documents\\Q1_Reporting\\photos_2024.docm,10,docm,1265,0,1,0,6.385,13,low,,90,0,malware_upatre
5ae5beacd2d10515fee0f99612a54f25258621716b3f390e1e7cd23776d455bf,2020-06-20T23:02:26+00:00,2025-11-06T08:51:39+00:00,Legal,legal_manager86,dev_repo,\\\\nas\\shares\\Legal\\Tender\\bank_statement_signed.js,12,js,4302,1,0,0,7.454,18,medium,,365,0,malware_sfone
f4fc256416bd9de8e7d7b3ef31c1870f18155e6bd9b9e6f46a23f64c3ca2bfb3,,2025-06-12T02:16:08+00:00,Procurement,procurement_engineer94,cloud_sync,\\\\nas\\shares\\Procurement\\Q1_Reporting\\Temp\backup_final.csv,13,csv,448,0,0,0,5.953,0,high,,1095,0,confidential
a291d516850958ad9124b9c8e7152f6334f0df79afe1723f8912eb3f82166b64,2020-01-16T22:00:46+00:00,2024-12-03T11:35:54+00:00,Procurement,procurement_lawyer5,dev_repo,C:\\Users\\procurement\\Documents\\Q1_Reporting\\Misc\chrome_update_draft.dll,11,dll,4952,1,0,1,7.616,14,low,,730,0,malware_other
6f38bbe9b4864f7dda802f10681b3dc25e7b8b80fadddca0cd796673a974bab6,2020-08-24T14:58:54+00:00,2025-03-24T03:44:50+00:00,R&D,r&d_engineer98,email,C:\\Users\\r&d\\Documents\\Audit\\photos_copy.dll,10,dll,511,1,0,0,7.625,15,medium,,90,0,malware_other
0ccd9deb16ee706071b98963254fc764bf0a1c701ab2c5c67f64ce4ea9745fce,,2025-09-16T08:49:12+00:00,Security,security_accountant118,cloud_sync,C:\\Users\\security\\Documents\\Audit\\notes_copy.ps1,10,ps1,1678,1,0,1,7.446,6,low,,730,0,pua
baab1b4c54e4c8c51686470d683aff5df0db63d1f1dad6aa4842ef429fc3aaeb,,2024-05-10T19:53:00+00:00,Operations,operations_engineer48,internal_share,\\\\fileserver\\Operations\\Research\\Reports\backup_copy.pdf,11,pdf,4122,0,0,0,5.675,0,low,,1095,0,benign
530ef94b1243f559b2f7b19791be051b6e37849e0bd38ad481b071f14b03e27d,,2024-02-09T06:59:16+00:00,Security,security_engineer26,dev_repo,D:\\Work\\Security\\Payroll\\Archive\Contracts\minutes_v2.jpg,10,jpg,1195,0,0,0,5.184,1,medium,758caad42f8265af75a0373fe6851cdcdefd4581a9469135aa14679a11ea1ae0,30,1,duplicate
e24c2835e3d757389b76a7571195cae61d4f543d8b60f79c01e2e3e4705e1c34,,2024-07-07T03:44:07+00:00,Legal,legal_engineer33,internal_share,C:\\Users\\legal\\Documents\\SOC_Playbooks\\Misc\Scans\report_2024.7z,12,7z,4503,0,0,0,5.453,0,medium,,180,0,benign
fa6b106b8275742645776c7c294023a99086a91245529fb4523c3951900f3448,,2025-08-22T03:52:00+00:00,HR,hr_accountant111,web_download,\\\\fileserver\\HR\\SOC_Playbooks\\report_copy.jpg,10,jpg,1344,0,0,0,5.668,1,medium,,30,0,benign
9ec48c344f2a5b8c7fa012a26b9f474b9cd3a410c533fde8e55a571ad4abae58,,2025-09-13T07:47:28+00:00,HR,hr_assistant75,web_download,D:\\Work\\HR\\CRM\\Misc\contract_revA.jpg,9,jpg,2136,0,0,0,5.987,1,high,,180,0,confidential
9cf6fed3df4cef1d2a1a27253e255b6d54cda4407cb2156385360583f58c8043,2019-09-17T21:42:58+00:00,2025-01-15T22:35:12+00:00,IT,it_manager70,dev_repo,C:\\Users\\it\\Documents\\ClientData\\installer_copy.vbs,10,vbs,6183,1,0,0,7.635,16,medium,,1095,0,malware_upatre
1de089b9ca8a1b234a09810890bb7563d11a0f4208e238a119ac83dbdf026bff,,2025-04-15T22:44:51+00:00,Legal,legal_accountant79,dev_repo,C:\\Users\\legal\\Documents\\Q1_Reporting\\minutes_draft.docx,10,docx,307,0,0,0,5.297,1,low,,90,0,benign
48bc991f633c82751b92b51af7d069e65f0ce0f365bec503b44a78330acfb218,,2024-11-28T02:17:38+00:00,Marketing,marketing_engineer27,cloud_sync,\\\\nas\\shares\\Marketing\\Payroll\\Reports\Invoices\Drafts\Reports\plan_copy.zip,16,zip,2258,0,0,0,5.971,7,medium,,365,0,pua
8522f9edb3a4bed8a8c6393f2521832be8394047fa19ba481e97a0fa7b1269a4,2020-04-07T23:01:53+00:00,2024-05-07T05:56:40+00:00,Finance,finance_analyst38,email,\\\\nas\\shares\\Finance\\CRM\\Archive\Archive\resume_final.bat,14,bat,7958,1,0,0,7.55,27,low,,365,0,malware_gepys
60b0a3613d4fdaf45315bfd04bd2dd0ddf78fe1c3e785e4663c7514120b7c67f,,2024-06-07T16:24:27+00:00,Security,security_lawyer76,usb,D:\\Work\\Security\\Q1_Reporting\\Reports\Drafts\Contracts\Final\presentation_v2.7z,12,7z,10398,0,0,0,6.121,1,medium,483f0c967494ee88f334f0a9d88547405279b805fc549c14b5f39e4591df14c3,90,1,duplicate
ee35efc74cb5658ff700cd1c7310adaa5b520ca496c01eb316a52d4dc4707a31,2020-01-25T06:01:37+00:00,2024-09-24T08:48:36+00:00,R&D,r&d_analyst53,email,\\\\nas\\shares\\R&D\\Audit\\Scans\Contracts\setup_v1.msi,14,msi,2464,1,0,0,7.299,15,low,,730,0,malware_small
920fb13b97a785f408069b70d96a947e56e364598f556f344bdfd0385bf4a98d,,2024-07-10T01:47:02+00:00,R&D,r&d_manager22,dev_repo,C:\\Users\\r&d\\Documents\\Payroll\\Contracts\Archive\Final\Drafts\presentation_revA.png,14,png,764,0,0,0,6.108,1,low,,90,0,benign
